year,system_name,school_name,subgroup,n_count,n_ready_grad,pct_ready_grad
2020,Davidson County,Nashville Big Picture High School,Non-Economically Disadvantaged,13,2,15.4
2020,Davidson County,Nashville Big Picture High School,Non-English Learners,23,3,13
2020,Davidson County,Nashville Big Picture High School,Non-Students with Disabilities,21,2,9.5
2020,Davidson County,Nashville Big Picture High School,Students with Disabilities,3,*,*
2020,Davidson County,Nashville Big Picture High School,Super Subgroup,20,2,10
2020,Davidson County,Nashville Big Picture High School,White,4,*,*
2020,Davidson County,Cane Ridge High School,All Students,474,114,24.1
2020,Davidson County,Cane Ridge High School,Asian,42,14,33.3
2020,Davidson County,Cane Ridge High School,Black or African American,187,48,25.7
2020,Davidson County,Cane Ridge High School,Black/Hispanic/Native American,351,77,21.9
2020,Davidson County,Cane Ridge High School,Economically Disadvantaged,264,52,19.7
2020,Davidson County,Cane Ridge High School,English Learners with Transitional 1-4,138,11,8
2020,Davidson County,Cane Ridge High School,Hispanic,164,29,17.7
2020,Davidson County,Cane Ridge High School,Native Hawaiian or Other Pacific Islander,1,*,*
2020,Davidson County,Cane Ridge High School,Non-Economically Disadvantaged,210,62,29.5
2020,Davidson County,Cane Ridge High School,Non-English Learners,336,103,30.7
2020,Davidson County,Cane Ridge High School,Non-Students with Disabilities,429,105,24.5
2020,Davidson County,Cane Ridge High School,Students with Disabilities,45,9,20
2020,Davidson County,Cane Ridge High School,Super Subgroup,437,98,22.4
2020,Davidson County,Cane Ridge High School,White,80,23,28.8
2020,Davidson County,East Nashville Magnet High School,All Students,180,32,17.8
2020,Davidson County,East Nashville Magnet High School,Asian,4,*,*
2020,Davidson County,East Nashville Magnet High School,Black or African American,163,25,15.3
2020,Davidson County,East Nashville Magnet High School,Black/Hispanic/Native American,168,27,16.1
2020,Davidson County,East Nashville Magnet High School,Economically Disadvantaged,97,12,12.4
2020,Davidson County,East Nashville Magnet High School,English Learners with Transitional 1-4,2,*,*
2020,Davidson County,East Nashville Magnet High School,Hispanic,5,*,*
2020,Davidson County,East Nashville Magnet High School,Non-Economically Disadvantaged,83,20,24.1
2020,Davidson County,East Nashville Magnet High School,Non-English Learners,178,32,18
2020,Davidson County,East Nashville Magnet High School,Non-Students with Disabilities,170,31,18.2
2020,Davidson County,East Nashville Magnet High School,Students with Disabilities,10,1,10
2020,Davidson County,East Nashville Magnet High School,Super Subgroup,173,28,16.2
2020,Davidson County,East Nashville Magnet High School,White,8,*,*
2020,Davidson County,Glencliff High School,All Students,339,47,13.9
2020,Davidson County,Glencliff High School,Asian,19,7,36.8
2020,Davidson County,Glencliff High School,Black or African American,62,6,9.7
2020,Davidson County,Glencliff High School,Black/Hispanic/Native American,255,31,12.2
2020,Davidson County,Glencliff High School,Economically Disadvantaged,215,21,9.8
2020,Davidson County,Glencliff High School,English Learners with Transitional 1-4,167,**,**
2020,Davidson County,Glencliff High School,Hispanic,193,25,13
2020,Davidson County,Glencliff High School,Non-Economically Disadvantaged,124,26,21
2020,Davidson County,Glencliff High School,Non-English Learners,172,45,26.2
2020,Davidson County,Glencliff High School,Non-Students with Disabilities,303,47,15.5
2020,Davidson County,Glencliff High School,Students with Disabilities,36,**,**
2020,Davidson County,Glencliff High School,Super Subgroup,323,39,12.1
2020,Davidson County,Glencliff High School,White,65,9,13.8
2020,Davidson County,Harris-Hillman Special Education,All Students,10,**,**
2020,Davidson County,Harris-Hillman Special Education,Asian,1,*,*
2020,Davidson County,Harris-Hillman Special Education,Black or African American,2,*,*
2020,Davidson County,Harris-Hillman Special Education,Black/Hispanic/Native American,5,*,*
2020,Davidson County,Harris-Hillman Special Education,Economically Disadvantaged,7,*,*
2020,Davidson County,Harris-Hillman Special Education,English Learners with Transitional 1-4,4,*,*
2020,Davidson County,Harris-Hillman Special Education,Hispanic,3,*,*
2020,Davidson County,Harris-Hillman Special Education,Non-Economically Disadvantaged,3,*,*
2020,Davidson County,Harris-Hillman Special Education,Non-English Learners,6,*,*
2020,Davidson County,Harris-Hillman Special Education,Students with Disabilities,10,**,**
2020,Davidson County,Harris-Hillman Special Education,Super Subgroup,10,**,**
2020,Davidson County,Harris-Hillman Special Education,White,4,*,*
2020,Davidson County,Hillsboro High,All Students,260,131,50.4
2020,Davidson County,Hillsboro High,Asian,11,9,81.8
2020,Davidson County,Hillsboro High,Black or African American,125,29,23.2
2020,Davidson County,Hillsboro High,Black/Hispanic/Native American,140,37,26.4
2020,Davidson County,Hillsboro High,Economically Disadvantaged,99,30,30.3
2020,Davidson County,Hillsboro High,English Learners with Transitional 1-4,4,*,*
2020,Davidson County,Hillsboro High,Hispanic,15,8,53.3
2020,Davidson County,Hillsboro High,Non-Economically Disadvantaged,161,101,62.7
2020,Davidson County,Hillsboro High,Non-English Learners,256,130,50.8
2020,Davidson County,Hillsboro High,Non-Students with Disabilities,227,129,56.8
2020,Davidson County,Hillsboro High,Students with Disabilities,33,2,6.1
2020,Davidson County,Hillsboro High,Super Subgroup,168,50,29.8
2020,Davidson County,Hillsboro High,White,109,85,78
2020,Davidson County,Hillwood High,All Students,258,78,30.2
2020,Davidson County,Hillwood High,Asian,24,14,58.3
2020,Davidson County,Hillwood High,Black or African American,88,7,8
2020,Davidson County,Hillwood High,Black/Hispanic/Native American,136,16,11.8
2020,Davidson County,Hillwood High,Economically Disadvantaged,120,23,19.2
2020,Davidson County,Hillwood High,English Learners with Transitional 1-4,45,3,6.7
2020,Davidson County,Hillwood High,Hispanic,48,9,18.8
2020,Davidson County,Hillwood High,Non-Economically Disadvantaged,138,55,39.9
2020,Davidson County,Hillwood High,Non-English Learners,213,75,35.2
2020,Davidson County,Hillwood High,Non-Students with Disabilities,214,71,33.2
2020,Davidson County,Hillwood High,Students with Disabilities,44,7,15.9
2020,Davidson County,Hillwood High,Super Subgroup,188,36,19.1
2020,Davidson County,Hillwood High,White,98,48,49
2020,Davidson County,Hume - Fogg High,All Students,221,**,**
2020,Davidson County,Hume - Fogg High,American Indian or Alaska Native,1,*,*
2020,Davidson County,Hume - Fogg High,Asian,26,**,**
2020,Davidson County,Hume - Fogg High,Black or African American,44,**,**
2020,Davidson County,Hume - Fogg High,Black/Hispanic/Native American,64,**,**
2020,Davidson County,Hume - Fogg High,Economically Disadvantaged,35,**,**
2020,Davidson County,Hume - Fogg High,Hispanic,19,**,**
2020,Davidson County,Hume - Fogg High,Non-Economically Disadvantaged,186,**,**
2020,Davidson County,Hume - Fogg High,Non-English Learners,221,**,**
2020,Davidson County,Hume - Fogg High,Non-Students with Disabilities,211,**,**
2020,Davidson County,Hume - Fogg High,Students with Disabilities,10,**,**
2020,Davidson County,Hume - Fogg High,Super Subgroup,89,**,**
2020,Davidson County,Hume - Fogg High,White,131,**,**
2020,Davidson County,Hunters Lane High,All Students,367,56,15.3
2020,Davidson County,Hunters Lane High,Asian,3,*,*
2020,Davidson County,Hunters Lane High,Black or African American,162,17,10.5
2020,Davidson County,Hunters Lane High,Black/Hispanic/Native American,314,40,12.7
2020,Davidson County,Hunters Lane High,Economically Disadvantaged,252,30,11.9
2020,Davidson County,Hunters Lane High,English Learners with Transitional 1-4,102,**,**
2020,Davidson County,Hunters Lane High,Hispanic,152,23,15.1
2020,Davidson County,Hunters Lane High,Native Hawaiian or Other Pacific Islander,2,*,*
2020,Davidson County,Hunters Lane High,Non-Economically Disadvantaged,115,26,22.6
2020,Davidson County,Hunters Lane High,Non-English Learners,265,55,20.8
2020,Davidson County,Hunters Lane High,Non-Students with Disabilities,327,56,17.1
2020,Davidson County,Hunters Lane High,Students with Disabilities,40,**,**
2020,Davidson County,Hunters Lane High,Super Subgroup,350,45,12.9
2020,Davidson County,Hunters Lane High,White,48,14,29.2
2020,Davidson County,John Overton High,All Students,552,136,24.6
2020,Davidson County,John Overton High,Asian,49,22,44.9
2020,Davidson County,John Overton High,Black or African American,114,21,18.4
2020,Davidson County,John Overton High,Black/Hispanic/Native American,344,49,14.2
2020,Davidson County,John Overton High,Economically Disadvantaged,324,49,15.1
2020,Davidson County,John Overton High,English Learners with Transitional 1-4,226,12,5.3
2020,Davidson County,John Overton High,Hispanic,230,28,12.2
2020,Davidson County,John Overton High,Native Hawaiian or Other Pacific Islander,1,*,*
2020,Davidson County,John Overton High,Non-Economically Disadvantaged,228,87,38.2
2020,Davidson County,John Overton High,Non-English Learners,326,124,38
2020,Davidson County,John Overton High,Non-Students with Disabilities,511,136,26.6
2020,Davidson County,John Overton High,Students with Disabilities,41,**,**
2020,Davidson County,John Overton High,Super Subgroup,473,79,16.7
2020,Davidson County,John Overton High,White,158,64,40.5
2020,Davidson County,Middle College High,All Students,47,38,80.9
2020,Davidson County,Middle College High,Asian,1,*,*
2020,Davidson County,Middle College High,Black or African American,21,14,66.7
2020,Davidson County,Middle College High,Black/Hispanic/Native American,26,19,73.1
2020,Davidson County,Middle College High,Economically Disadvantaged,19,13,68.4
2020,Davidson County,Middle College High,English Learners with Transitional 1-4,3,*,*
2020,Davidson County,Middle College High,Hispanic,5,*,*
2020,Davidson County,Middle College High,Non-Economically Disadvantaged,28,25,89.3
2020,Davidson County,Middle College High,Non-English Learners,44,36,81.8
2020,Davidson County,Middle College High,Non-Students with Disabilities,45,37,82.2
2020,Davidson County,Middle College High,Students with Disabilities,2,*,*
2020,Davidson County,Middle College High,Super Subgroup,33,25,75.8
2020,Davidson County,Middle College High,White,20,18,90
2020,Davidson County,Cora Howe School,All Students,14,**,**
2020,Davidson County,Cora Howe School,American Indian or Alaska Native,1,*,*
2020,Davidson County,Cora Howe School,Black or African American,7,*,*
2020,Davidson County,Cora Howe School,Black/Hispanic/Native American,9,*,*
2020,Davidson County,Cora Howe School,Economically Disadvantaged,11,**,**
2020,Davidson County,Cora Howe School,English Learners with Transitional 1-4,1,*,*
2020,Davidson County,Cora Howe School,Hispanic,1,*,*
2020,Davidson County,Cora Howe School,Non-Economically Disadvantaged,3,*,*
2020,Davidson County,Cora Howe School,Non-English Learners,13,**,**
2020,Davidson County,Cora Howe School,Students with Disabilities,14,**,**
2020,Davidson County,Cora Howe School,Super Subgroup,14,**,**
2020,Davidson County,Cora Howe School,White,5,*,*
2020,Davidson County,Maplewood High,All Students,234,**,**
2020,Davidson County,Maplewood High,Asian,1,*,*
2020,Davidson County,Maplewood High,Black or African American,150,**,**
2020,Davidson County,Maplewood High,Black/Hispanic/Native American,214,**,**
2020,Davidson County,Maplewood High,Economically Disadvantaged,179,**,**
2020,Davidson County,Maplewood High,English Learners with Transitional 1-4,62,**,**
2020,Davidson County,Maplewood High,Hispanic,64,**,**
2020,Davidson County,Maplewood High,Non-Economically Disadvantaged,55,**,**
2020,Davidson County,Maplewood High,Non-English Learners,172,**,**
2020,Davidson County,Maplewood High,Non-Students with Disabilities,195,**,**
2020,Davidson County,Maplewood High,Students with Disabilities,39,**,**
2020,Davidson County,Maplewood High,Super Subgroup,232,**,**
2020,Davidson County,Maplewood High,White,19,1,5.3
2020,Davidson County,Martin Luther King Jr School,All Students,231,218,94.4
2020,Davidson County,Martin Luther King Jr School,Asian,28,**,**
2020,Davidson County,Martin Luther King Jr School,Black or African American,107,97,90.7
2020,Davidson County,Martin Luther King Jr School,Black/Hispanic/Native American,121,110,90.9
2020,Davidson County,Martin Luther King Jr School,Economically Disadvantaged,61,55,90.2
2020,Davidson County,Martin Luther King Jr School,English Learners with Transitional 1-4,1,*,*
2020,Davidson County,Martin Luther King Jr School,Hispanic,14,13,92.9
2020,Davidson County,Martin Luther King Jr School,Non-Economically Disadvantaged,170,**,**
2020,Davidson County,Martin Luther King Jr School,Non-English Learners,230,218,94.8
2020,Davidson County,Martin Luther King Jr School,Non-Students with Disabilities,229,216,94.3
2020,Davidson County,Martin Luther King Jr School,Students with Disabilities,2,*,*
2020,Davidson County,Martin Luther King Jr School,Super Subgroup,142,130,91.5
2020,Davidson County,Martin Luther King Jr School,White,82,**,**
2020,Davidson County,McGavock High,All Students,538,160,29.7
2020,Davidson County,McGavock High,American Indian or Alaska Native,1,*,*
2020,Davidson County,McGavock High,Asian,11,7,63.6
2020,Davidson County,McGavock High,Black or African American,234,43,18.4
2020,Davidson County,McGavock High,Black/Hispanic/Native American,313,64,20.4
2020,Davidson County,McGavock High,Economically Disadvantaged,312,65,20.8
2020,Davidson County,McGavock High,English Learners with Transitional 1-4,46,**,**
2020,Davidson County,McGavock High,Hispanic,78,20,25.6
2020,Davidson County,McGavock High,Non-Economically Disadvantaged,226,95,42
2020,Davidson County,McGavock High,Non-English Learners,492,158,32.1
2020,Davidson County,McGavock High,Non-Students with Disabilities,454,155,34.1
2020,Davidson County,McGavock High,Students with Disabilities,84,5,6
2020,Davidson County,McGavock High,Super Subgroup,438,101,23.1
2020,Davidson County,McGavock High,White,214,89,41.6
2020,Davidson County,Nashville School Of The Arts,All Students,139,79,56.8
2020,Davidson County,Nashville School Of The Arts,Asian,6,*,*
2020,Davidson County,Nashville School Of The Arts,Black or African American,54,20,37
2020,Davidson County,Nashville School Of The Arts,Black/Hispanic/Native American,62,24,38.7
2020,Davidson County,Nashville School Of The Arts,Economically Disadvantaged,35,12,34.3
2020,Davidson County,Nashville School Of The Arts,English Learners with Transitional 1-4,1,*,*
2020,Davidson County,Nashville School Of The Arts,Hispanic,8,*,*
2020,Davidson County,Nashville School Of The Arts,Non-Economically Disadvantaged,104,67,64.4
2020,Davidson County,Nashville School Of The Arts,Non-English Learners,138,78,56.5
2020,Davidson County,Nashville School Of The Arts,Non-Students with Disabilities,124,76,61.3
2020,Davidson County,Nashville School Of The Arts,Students with Disabilities,15,3,20
2020,Davidson County,Nashville School Of The Arts,Super Subgroup,79,32,40.5
2020,Davidson County,Nashville School Of The Arts,White,71,52,73.2
2020,Davidson County,Pearl-Cohn High,All Students,171,14,8.2
2020,Davidson County,Pearl-Cohn High,Black or African American,160,13,8.1
2020,Davidson County,Pearl-Cohn High,Black/Hispanic/Native American,166,14,8.4
2020,Davidson County,Pearl-Cohn High,Economically Disadvantaged,148,10,6.8
2020,Davidson County,Pearl-Cohn High,English Learners with Transitional 1-4,5,*,*
2020,Davidson County,Pearl-Cohn High,Hispanic,6,*,*
2020,Davidson County,Pearl-Cohn High,Non-Economically Disadvantaged,23,4,17.4
2020,Davidson County,Pearl-Cohn High,Non-English Learners,166,14,8.4
2020,Davidson County,Pearl-Cohn High,Non-Students with Disabilities,129,14,10.9
2020,Davidson County,Pearl-Cohn High,Students with Disabilities,42,**,**
2020,Davidson County,Pearl-Cohn High,Super Subgroup,171,14,8.2
2020,Davidson County,Pearl-Cohn High,White,5,*,*
2020,Davidson County,The Academy at Opry Mills,All Students,65,8,12.3
2020,Davidson County,The Academy at Opry Mills,Asian,2,*,*
2020,Davidson County,The Academy at Opry Mills,Black or African American,28,3,10.7
2020,Davidson County,The Academy at Opry Mills,Black/Hispanic/Native American,38,3,7.9
2020,Davidson County,The Academy at Opry Mills,Economically Disadvantaged,34,3,8.8
2020,Davidson County,The Academy at Opry Mills,English Learners with Transitional 1-4,4,*,*
2020,Davidson County,The Academy at Opry Mills,Hispanic,10,**,**
2020,Davidson County,The Academy at Opry Mills,Non-Economically Disadvantaged,31,5,16.1
2020,Davidson County,The Academy at Opry Mills,Non-English Learners,61,8,13.1
2020,Davidson County,The Academy at Opry Mills,Non-Students with Disabilities,59,8,13.6
2020,Davidson County,The Academy at Opry Mills,Students with Disabilities,6,*,*
2020,Davidson County,The Academy at Opry Mills,Super Subgroup,47,3,6.4
2020,Davidson County,The Academy at Opry Mills,White,25,5,20
2020,Davidson County,The Academy at Old Cockrill,All Students,131,9,6.9
2020,Davidson County,The Academy at Old Cockrill,Asian,1,*,*
2020,Davidson County,The Academy at Old Cockrill,Black or African American,88,**,**
2020,Davidson County,The Academy at Old Cockrill,Black/Hispanic/Native American,101,**,**
2020,Davidson County,The Academy at Old Cockrill,Economically Disadvantaged,99,**,**
2020,Davidson County,The Academy at Old Cockrill,English Learners with Transitional 1-4,7,*,*
2020,Davidson County,The Academy at Old Cockrill,Hispanic,13,1,7.7
2020,Davidson County,The Academy at Old Cockrill,Native Hawaiian or Other Pacific Islander,1,*,*
2020,Davidson County,The Academy at Old Cockrill,Non-Economically Disadvantaged,32,5,15.6
2020,Davidson County,The Academy at Old Cockrill,Non-English Learners,124,9,7.3
2020,Davidson County,The Academy at Old Cockrill,Non-Students with Disabilities,111,9,8.1
2020,Davidson County,The Academy at Old Cockrill,Students with Disabilities,20,**,**
2020,Davidson County,The Academy at Old Cockrill,Super Subgroup,115,**,**
2020,Davidson County,The Academy at Old Cockrill,White,28,6,21.4
2020,Davidson County,Stratford STEM Magnet School,All Students,169,33,19.5
2020,Davidson County,Stratford STEM Magnet School,Asian,6,*,*
2020,Davidson County,Stratford STEM Magnet School,Black or African American,108,12,11.1
2020,Davidson County,Stratford STEM Magnet School,Black/Hispanic/Native American,120,14,11.7
2020,Davidson County,Stratford STEM Magnet School,Economically Disadvantaged,118,12,10.2
2020,Davidson County,Stratford STEM Magnet School,English Learners with Transitional 1-4,13,**,**
2020,Davidson County,Stratford STEM Magnet School,Hispanic,12,2,16.7
2020,Davidson County,Stratford STEM Magnet School,Non-Economically Disadvantaged,51,21,41.2
2020,Davidson County,Stratford STEM Magnet School,Non-English Learners,156,33,21.2
2020,Davidson County,Stratford STEM Magnet School,Non-Students with Disabilities,142,32,22.5
2020,Davidson County,Stratford STEM Magnet School,Students with Disabilities,27,**,**
2020,Davidson County,Stratford STEM Magnet School,Super Subgroup,144,17,11.8
2020,Davidson County,Stratford STEM Magnet School,White,43,18,41.9
2020,Davidson County,Whites Creek High,All Students,148,24,16.2
2020,Davidson County,Whites Creek High,Black or African American,116,17,14.7
2020,Davidson County,Whites Creek High,Black/Hispanic/Native American,126,17,13.5
2020,Davidson County,Whites Creek High,Economically Disadvantaged,109,15,13.8
2020,Davidson County,Whites Creek High,English Learners with Transitional 1-4,12,**,**
2020,Davidson County,Whites Creek High,Hispanic,10,**,**
2020,Davidson County,Whites Creek High,Non-Economically Disadvantaged,39,9,23.1
2020,Davidson County,Whites Creek High,Non-English Learners,136,24,17.6
2020,Davidson County,Whites Creek High,Non-Students with Disabilities,113,22,19.5
2020,Davidson County,Whites Creek High,Students with Disabilities,35,2,5.7
2020,Davidson County,Whites Creek High,Super Subgroup,142,23,16.2
2020,Davidson County,Whites Creek High,White,22,7,31.8
2020,Davidson County,The Academy at Hickory Hollow,All Students,156,8,5.1
2020,Davidson County,The Academy at Hickory Hollow,Asian,5,*,*
2020,Davidson County,The Academy at Hickory Hollow,Black or African American,39,**,**
2020,Davidson County,The Academy at Hickory Hollow,Black/Hispanic/Native American,116,**,**
2020,Davidson County,The Academy at Hickory Hollow,Economically Disadvantaged,89,**,**
2020,Davidson County,The Academy at Hickory Hollow,English Learners with Transitional 1-4,41,**,**
2020,Davidson County,The Academy at Hickory Hollow,Hispanic,77,**,**
2020,Davidson County,The Academy at Hickory Hollow,Non-Economically Disadvantaged,67,7,10.4
2020,Davidson County,The Academy at Hickory Hollow,Non-English Learners,115,6,5.2
2020,Davidson County,The Academy at Hickory Hollow,Non-Students with Disabilities,145,8,5.5
2020,Davidson County,The Academy at Hickory Hollow,Students with Disabilities,11,**,**
2020,Davidson County,The Academy at Hickory Hollow,Super Subgroup,142,**,**
2020,Davidson County,The Academy at Hickory Hollow,White,35,4,11.4
2020,Davidson County,Transitions at Bass,All Students,8,*,*
2020,Davidson County,Transitions at Bass,Black or African American,6,*,*
2020,Davidson County,Transitions at Bass,Black/Hispanic/Native American,7,*,*
2020,Davidson County,Transitions at Bass,Economically Disadvantaged,6,*,*
2020,Davidson County,Transitions at Bass,Hispanic,1,*,*
2020,Davidson County,Transitions at Bass,Non-Economically Disadvantaged,2,*,*
2020,Davidson County,Transitions at Bass,Non-English Learners,8,*,*
2020,Davidson County,Transitions at Bass,Non-Students with Disabilities,4,*,*
2020,Davidson County,Transitions at Bass,Students with Disabilities,4,*,*
2020,Davidson County,Transitions at Bass,Super Subgroup,7,*,*
2020,Davidson County,Transitions at Bass,White,1,*,*
2020,Davidson County,The Cohn Learning Center,All Students,40,**,**
2020,Davidson County,The Cohn Learning Center,Black or African American,32,**,**
2020,Davidson County,The Cohn Learning Center,Black/Hispanic/Native American,38,**,**
2020,Davidson County,The Cohn Learning Center,Economically Disadvantaged,37,**,**
2020,Davidson County,The Cohn Learning Center,English Learners with Transitional 1-4,3,*,*
2020,Davidson County,The Cohn Learning Center,Hispanic,6,*,*
2020,Davidson County,The Cohn Learning Center,Non-Economically Disadvantaged,3,*,*
2020,Davidson County,The Cohn Learning Center,Non-English Learners,37,**,**
2020,Davidson County,The Cohn Learning Center,Non-Students with Disabilities,32,**,**
2020,Davidson County,The Cohn Learning Center,Students with Disabilities,8,*,*
2020,Davidson County,The Cohn Learning Center,Super Subgroup,40,**,**
2020,Davidson County,The Cohn Learning Center,White,2,*,*
2020,Davidson County,Lead Academy,All Students,75,27,36
2020,Davidson County,Lead Academy,Asian,1,*,*
2020,Davidson County,Lead Academy,Black or African American,33,11,33.3
2020,Davidson County,Lead Academy,Black/Hispanic/Native American,57,19,33.3
2020,Davidson County,Lead Academy,Economically Disadvantaged,49,19,38.8
2020,Davidson County,Lead Academy,English Learners with Transitional 1-4,23,4,17.4
2020,Davidson County,Lead Academy,Hispanic,24,8,33.3
2020,Davidson County,Lead Academy,Non-Economically Disadvantaged,26,8,30.8
2020,Davidson County,Lead Academy,Non-English Learners,52,23,44.2
2020,Davidson County,Lead Academy,Non-Students with Disabilities,67,24,35.8
2020,Davidson County,Lead Academy,Students with Disabilities,8,*,*
2020,Davidson County,Lead Academy,Super Subgroup,72,26,36.1
2020,Davidson County,Lead Academy,White,17,7,41.2
2020,Davidson County,KIPP Nashville Collegiate High School,All Students,67,57,85.1
2020,Davidson County,KIPP Nashville Collegiate High School,Asian,1,*,*
2020,Davidson County,KIPP Nashville Collegiate High School,Black or African American,47,40,85.1
2020,Davidson County,KIPP Nashville Collegiate High School,Black/Hispanic/Native American,64,55,85.9
2020,Davidson County,KIPP Nashville Collegiate High School,Economically Disadvantaged,44,37,84.1
2020,Davidson County,KIPP Nashville Collegiate High School,English Learners with Transitional 1-4,7,*,*
2020,Davidson County,KIPP Nashville Collegiate High School,Hispanic,17,15,88.2
2020,Davidson County,KIPP Nashville Collegiate High School,Non-Economically Disadvantaged,23,20,87
2020,Davidson County,KIPP Nashville Collegiate High School,Non-English Learners,60,53,88.3
2020,Davidson County,KIPP Nashville Collegiate High School,Non-Students with Disabilities,58,49,84.5
2020,Davidson County,KIPP Nashville Collegiate High School,Students with Disabilities,9,*,*
2020,Davidson County,KIPP Nashville Collegiate High School,Super Subgroup,66,56,84.8
2020,Davidson County,KIPP Nashville Collegiate High School,White,2,*,*
2020,Davidson County,LEAD Southeast,All Students,1,*,*
2020,Davidson County,LEAD Southeast,Asian,1,*,*
2020,Davidson County,LEAD Southeast,Economically Disadvantaged,1,*,*
2020,Davidson County,LEAD Southeast,English Learners with Transitional 1-4,1,*,*
2020,Davidson County,LEAD Southeast,Non-Students with Disabilities,1,*,*
2020,Davidson County,LEAD Southeast,Super Subgroup,1,*,*
2020,Davidson County,Knowledge Academies High School,All Students,37,8,21.6
2020,Davidson County,Knowledge Academies High School,American Indian or Alaska Native,1,*,*
2020,Davidson County,Knowledge Academies High School,Asian,1,*,*
2020,Davidson County,Knowledge Academies High School,Black or African American,16,3,18.8
2020,Davidson County,Knowledge Academies High School,Black/Hispanic/Native American,26,4,15.4
2020,Davidson County,Knowledge Academies High School,Economically Disadvantaged,16,3,18.8
2020,Davidson County,Knowledge Academies High School,English Learners with Transitional 1-4,4,*,*
2020,Davidson County,Knowledge Academies High School,Hispanic,9,*,*
2020,Davidson County,Knowledge Academies High School,Non-Economically Disadvantaged,21,5,23.8
2020,Davidson County,Knowledge Academies High School,Non-English Learners,33,8,24.2
2020,Davidson County,Knowledge Academies High School,Non-Students with Disabilities,32,8,25
2020,Davidson County,Knowledge Academies High School,Students with Disabilities,5,*,*
2020,Davidson County,Knowledge Academies High School,Super Subgroup,34,6,17.6
2020,Davidson County,Knowledge Academies High School,White,10,3,30
2020,Davidson County,STEM Prep High School,All Students,99,58,58.6
2020,Davidson County,STEM Prep High School,Black or African American,13,8,61.5
2020,Davidson County,STEM Prep High School,Black/Hispanic/Native American,72,38,52.8
2020,Davidson County,STEM Prep High School,Economically Disadvantaged,62,35,56.5
2020,Davidson County,STEM Prep High School,English Learners with Transitional 1-4,24,5,20.8
2020,Davidson County,STEM Prep High School,Hispanic,59,30,50.8
2020,Davidson County,STEM Prep High School,Non-Economically Disadvantaged,37,23,62.2
2020,Davidson County,STEM Prep High School,Non-English Learners,75,53,70.7
2020,Davidson County,STEM Prep High School,Non-Students with Disabilities,94,57,60.6
2020,Davidson County,STEM Prep High School,Students with Disabilities,5,*,*
2020,Davidson County,STEM Prep High School,Super Subgroup,92,52,56.5
2020,Davidson County,STEM Prep High School,White,27,20,74.1
2020,Davidson County,RePublic High School,All Students,111,47,42.3
2020,Davidson County,RePublic High School,Black or African American,60,21,35
2020,Davidson County,RePublic High School,Black/Hispanic/Native American,102,41,40.2
2020,Davidson County,RePublic High School,Economically Disadvantaged,62,29,46.8
2020,Davidson County,RePublic High School,English Learners with Transitional 1-4,10,**,**
2020,Davidson County,RePublic High School,Hispanic,42,20,47.6
2020,Davidson County,RePublic High School,Non-Economically Disadvantaged,49,18,36.7
2020,Davidson County,RePublic High School,Non-English Learners,101,47,46.5
2020,Davidson County,RePublic High School,Non-Students with Disabilities,97,44,45.4
2020,Davidson County,RePublic High School,Students with Disabilities,14,3,21.4
2020,Davidson County,RePublic High School,Super Subgroup,110,46,41.8
2020,Davidson County,RePublic High School,White,9,*,*
2021,Davidson County,MNPS Virtual School,All Students,26,15,57.7
2021,Davidson County,MNPS Virtual School,American Indian or Alaska Native,1,*,*
2021,Davidson County,MNPS Virtual School,Black or African American,5,*,*
2021,Davidson County,MNPS Virtual School,Black/Hispanic/Native American,8,*,*
2021,Davidson County,MNPS Virtual School,Economically Disadvantaged,6,*,*
2021,Davidson County,MNPS Virtual School,Hispanic,2,*,*
2021,Davidson County,MNPS Virtual School,Non-Economically Disadvantaged,20,14,70
2021,Davidson County,MNPS Virtual School,Non-English Learners,26,15,57.7
2021,Davidson County,MNPS Virtual School,Non-Students with Disabilities,26,15,57.7
2021,Davidson County,MNPS Virtual School,Super Subgroup,10,4,40
2021,Davidson County,MNPS Virtual School,White,18,12,66.7
2021,Davidson County,Antioch High School,All Students,457,68,14.9
2021,Davidson County,Antioch High School,American Indian or Alaska Native,1,*,*
2021,Davidson County,Antioch High School,Asian,18,10,55.6
2021,Davidson County,Antioch High School,Black or African American,143,21,14.7
2021,Davidson County,Antioch High School,Black/Hispanic/Native American,342,42,12.3
2021,Davidson County,Antioch High School,Economically Disadvantaged,271,32,11.8
2021,Davidson County,Antioch High School,English Learners with Transitional 1-4,147,**,**
2021,Davidson County,Antioch High School,Hispanic,198,21,10.6
2021,Davidson County,Antioch High School,Native Hawaiian or Other Pacific Islander,1,*,*
2021,Davidson County,Antioch High School,Non-Economically Disadvantaged,186,36,19.4
2021,Davidson County,Antioch High School,Non-English Learners,310,67,21.6
2021,Davidson County,Antioch High School,Non-Students with Disabilities,408,66,16.2
2021,Davidson County,Antioch High School,Students with Disabilities,49,**,**
2021,Davidson County,Antioch High School,Super Subgroup,429,54,12.6
2021,Davidson County,Antioch High School,White,96,15,15.6
2021,Davidson County,Nashville Big Picture High School,All Students,36,6,16.7
2021,Davidson County,Nashville Big Picture High School,Black or African American,27,4,14.8
2021,Davidson County,Nashville Big Picture High School,Black/Hispanic/Native American,29,4,13.8
2021,Davidson County,Nashville Big Picture High School,Economically Disadvantaged,20,4,20
